C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_118.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_118.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_118.jpg, 0, 0, 0, 17.87403
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_222.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_222.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_222.jpg, 0, 0, 0, 17.16962
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_325.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_325.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_325.jpg, 0, 0, 0, 17.52337
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_429.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_429.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_429.jpg, 0, 0, 0, 16.81407
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_532.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_532.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_532.jpg, 0, 0, 0, 17.17948
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_639.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_639.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_639.jpg, 0, 0, 0, 16.97661
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_741.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_741.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_741.jpg, 0, 0, 0, 16.26335
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_843.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_843.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_843.jpg, 0, 0, 0, 16.64502
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_04_944.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_04_944.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_04_944.jpg, 0, 0.0810093, 0, 15.93782
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_05_047.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_05_047.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_05_047.jpg, -0.1184937, 0.3765613, 0, 16.54537
C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\center_2023_12_05_22_49_05_147.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\left_2023_12_05_22_49_05_147.jpg, C:\Users\Amit Gali\Desktop\SDC_ADL\Data\IMG\right_2023_12_05_22_49_05_147.jpg, 0, 0.1368574, 0, 16.21867
